1.087171,0.929610,1.073978,0.527682
1.386466,1.455973,1.402581,1.335946
-0.267033,-0.491737,-0.189849,-0.424832
0.419629,0.277670,0.093292,-0.104818
0.581678,0.552341,1.087506,0.589160
-0.918728,-0.849222,-0.902614,-0.969249
0.847773,0.887384,0.722711,0.703114
1.116740,0.959178,1.103547,0.557251
0.359434,0.170678,0.363415,0.135874
1.029520,0.941410,1.453863,0.677835
-0.103881,-0.245840,-0.430218,-0.628328
1.587696,1.657202,1.603810,1.537176
0.990667,1.030278,0.865605,0.846008
1.240656,1.152546,1.664998,0.888970
0.327360,0.685060,-0.229362,0.009134
-0.051589,0.017918,-0.035474,-0.102109
0.346661,0.704360,-0.210061,0.028435
0.059381,0.030044,0.565209,0.066863
0.477543,0.957448,0.359706,1.098185
0.096380,-0.061181,0.083187,-0.463109
-0.456719,0.064627,-0.283566,0.313389
0.029602,-0.058508,0.453945,-0.322083
0.826990,0.669429,0.813797,0.267502
-0.313254,-0.502010,-0.309273,-0.536814
0.749270,1.270615,0.922422,1.519377
-0.123414,-0.211524,0.300928,-0.475100
1.923791,1.781832,1.597455,1.399344
0.001332,0.070839,0.017447,-0.049188
1.052354,0.894793,1.039162,0.492866
1.193228,1.232838,1.068165,1.048569
-0.172095,-0.260205,0.252247,-0.523781
0.352358,0.710058,-0.204364,0.034132
-0.590225,-0.778981,-0.586244,-0.813785
1.013832,1.371532,0.457110,0.695606
0.219118,-0.005587,0.296302,0.061319
1.145912,0.921208,1.223097,0.988113
1.303573,1.114817,1.307554,1.080013
1.422959,1.198254,1.500143,1.265160
0.227754,0.070192,0.214561,-0.331735
0.959363,0.817405,0.633027,0.434917
0.142311,0.663657,0.315464,0.912419
0.440452,0.480063,0.315390,0.295793
1.196853,1.039291,1.183660,0.637364
0.705063,1.226409,0.878216,1.475171
-0.793878,-0.881988,-0.369536,-1.145564
0.402701,0.373364,0.908528,0.410183
1.568058,1.479948,1.992400,1.216372
0.292889,0.150931,-0.033447,-0.231557
1.002850,1.524195,1.176002,1.772958
1.358637,1.201075,1.345444,0.799148
1.093575,1.005465,1.517918,0.741889
-0.220700,0.300645,-0.047548,0.549408
-0.614225,-0.756184,-0.940562,-1.138672
0.107352,0.146962,-0.017711,-0.037308
2.761985,2.831492,2.778100,2.711465
1.073360,1.431060,0.516638,0.755134
-0.808193,-0.768583,-0.933256,-0.952853
0.699080,1.056780,0.142358,0.380854
0.385071,0.160367,0.462256,0.227272
0.371232,0.892577,0.544384,1.141339
0.462216,0.320257,0.135879,-0.062231
0.144802,0.666148,0.317955,0.914910
0.163009,0.133672,0.668836,0.170491
1.409091,1.267132,1.082754,0.884644
0.638795,0.496836,0.312458,0.114348
0.652006,0.494445,0.638813,0.092518
0.602902,0.642512,0.477839,0.458242
-0.093207,-0.281963,-0.089226,-0.316767
1.111063,0.969104,0.784727,0.586616
0.691872,0.467168,0.769057,0.534073
1.222021,1.080062,0.895684,0.697574
0.361611,0.431118,0.377726,0.311091
-0.807759,-0.837096,-0.301931,-0.800277
-0.299170,0.222175,-0.126018,0.470937
-0.831820,-0.310475,-0.658668,-0.061712
1.119171,0.894467,1.196356,0.961372
1.569629,1.427670,1.243292,1.045182
1.601834,2.081739,1.483998,2.222477
-0.436764,-0.079064,-0.993486,-0.754990
-0.115390,-0.257349,-0.441727,-0.639837
-0.834279,-0.794669,-0.959341,-0.978938
-0.460011,-0.390504,-0.443897,-0.510531
-0.251990,-0.476694,-0.174806,-0.409789
-0.047056,-0.189015,-0.373393,-0.571503
0.721342,0.760952,0.596279,0.576682
0.512856,0.424746,0.937199,0.161171
1.461309,1.530816,1.477423,1.410789
1.006832,1.528178,1.179985,1.776940
0.032456,0.512361,-0.085381,0.653099
1.237094,1.716999,1.119258,1.857737
-0.225909,-0.450613,-0.148724,-0.383708
0.106730,-0.117974,0.183915,-0.051069
0.691280,0.730890,0.566217,0.546620
0.572228,1.052133,0.454391,1.192870
0.776038,0.687928,1.200380,0.424352
1.152645,0.927941,1.229829,0.994846
0.635729,0.493770,0.309392,0.111282
0.255613,0.735518,0.137777,0.876256
0.053343,-0.104219,0.040150,-0.506146
0.675611,0.486855,0.679592,0.452050
1.117427,0.975468,0.791090,0.592980
1.031770,0.807066,1.108954,0.873971
1.988526,1.959189,2.494354,1.996008
0.732467,0.644356,1.156809,0.380781
0.518525,0.558135,0.393462,0.373866
-0.529734,-0.008389,-0.356582,0.240374
1.458460,1.300898,1.445267,0.898971
