1.252392,1.110433,0.926056,0.727945
0.945149,0.857039,1.369492,0.593464
-0.891445,-0.920782,-0.385618,-0.883963
-0.149548,0.330357,-0.267385,0.471094
-0.263067,0.258279,-0.089914,0.507041
0.946267,0.788705,0.933074,0.386778
0.669527,1.190872,0.842679,1.439634
1.557366,1.469256,1.981708,1.205680
1.355245,1.876590,1.528397,2.125353
1.174546,1.016984,1.161353,0.615057
0.891512,0.702756,0.895493,0.667951
1.050024,1.020688,1.555852,1.057507
0.410923,0.253361,0.397730,-0.148566
0.489925,0.265221,0.567109,0.332126
0.571636,1.092982,0.744789,1.341744
0.396469,0.171765,0.473654,0.238671
2.508159,2.350598,2.494967,1.948671
0.373433,0.731132,-0.183289,0.055207
0.671338,0.446634,0.748522,0.513539
1.744678,1.587116,1.731485,1.185189
-0.262767,-0.292103,0.243061,-0.255284
-0.213071,-0.173461,-0.338134,-0.357730
0.730251,1.087950,0.173529,0.412024
0.655583,0.513624,0.329247,0.131136
0.605423,0.674930,0.621538,0.554903
-0.041977,-0.071314,0.463851,-0.034494
0.609947,0.649557,0.484884,0.465288
-0.319440,0.201905,-0.146287,0.450668
0.697325,0.555366,0.370989,0.172878
1.763691,1.574935,1.767672,1.540131
0.864624,0.707062,0.851431,0.305135
1.362324,1.431831,1.378439,1.311804
-0.637833,-0.862537,-0.560649,-0.795632
0.833679,0.804343,1.339507,0.841162
-0.409845,-0.439182,0.095983,-0.402363
1.388002,1.457508,1.404116,1.337481
0.675010,0.517448,0.661817,0.115521
0.300697,0.658397,-0.256024,-0.017529
0.576915,0.547578,1.082742,0.584397
1.239419,1.308926,1.255534,1.188899
0.420790,0.332680,0.845133,0.069104
0.805312,0.775975,1.311140,0.812794
-0.300334,-0.329671,0.205494,-0.292852
0.056640,0.414340,-0.500082,-0.261586
0.831991,0.690032,0.505654,0.307544
1.149394,1.007436,0.823058,0.624948
0.226829,0.266439,0.101766,0.082170
0.228772,0.040016,0.232753,0.005212
0.988144,1.057651,1.004259,0.937624
1.023339,1.092846,1.039454,0.972819
1.045671,0.903712,0.719334,0.521224
1.549925,1.361168,1.553906,1.326364
0.806338,1.286243,0.688501,1.426980
0.579155,0.618765,0.454093,0.434496
0.889147,1.410493,1.062300,1.659255
0.928130,1.285829,0.371408,0.609903
0.744098,1.265444,0.917251,1.514206
1.571183,1.928882,1.014461,1.252957
-2.645506,-2.733617,-2.221164,-2.997192
0.177971,0.020410,0.164779,-0.381517
-0.829010,-0.471310,-1.385731,-1.147236
-0.700477,-0.842436,-1.026813,-1.224924
0.372337,0.441844,0.388452,0.321817
1.445864,1.515370,1.461978,1.395344
-0.256820,-0.481524,-0.179636,-0.414619
0.660464,0.700075,0.535402,0.515805
-1.086765,-0.729065,-1.643487,-1.404991
0.193628,0.105518,0.617971,-0.158057
0.980982,0.823420,0.967789,0.421493
0.712747,0.488043,0.789932,0.554948
0.497675,0.567182,0.513790,0.447155
0.932412,0.790453,0.606076,0.407965
